,score,studio,number_episodes,demographics,emission_type,month,members,action,comedy,ecchi,slice_of_life,sports,drama and romance,adventure and fantasy,mystery and horror,sci_fi and supernatural,Cluster
454,8.1,otros_estudios,24.0,shounen,tv,4.0,1136791.0,1,0,0,0,0,0,1,0,1,2
456,8.1,production_i_g,2.0,shounen,ova,3.0,60745.0,1,0,0,0,0,2,2,0,0,0
460,8.1,production_i_g,1.0,shounen,special,12.0,100847.0,0,0,0,0,1,0,0,0,0,0
462,8.09,toei_animation,1.0,shounen,movie,12.0,237455.0,1,0,0,0,0,0,2,0,0,0
464,8.09,tms_entertainment,13.0,shounen,ova,2.0,72687.0,1,0,0,0,0,0,1,0,1,0
466,8.09,j_c_staff,13.0,shounen,tv,7.0,1089837.0,0,0,1,0,0,0,0,0,0,2
467,8.09,otros_estudios,1.0,kids,movie,8.0,50438.0,0,1,0,0,0,0,0,0,1,0
468,8.09,otros_estudios,22.0,shounen,tv,1.0,1899461.0,1,1,0,0,0,0,0,0,0,2
470,8.09,otros_estudios,20.0,shounen,tv,10.0,237059.0,0,0,0,0,0,1,1,0,1,0
471,8.09,a_1_pictures,11.0,shounen,tv,7.0,282385.0,0,1,0,0,0,0,0,0,0,0
472,8.09,madhouse,1.0,shounen,special,3.0,51050.0,0,0,0,0,1,0,0,0,0,0
473,8.09,synergysp,14.0,seinen,tv,11.0,136531.0,1,0,0,0,0,1,0,0,0,0
474,8.09,tms_entertainment,13.0,shoujo,tv,10.0,617523.0,0,1,0,0,0,1,1,0,0,0
477,8.08,production_i_g,13.0,seinen,tv,4.0,190645.0,0,0,0,0,0,0,1,1,1,0
478,8.08,otros_estudios,1.0,shounen,ova,8.0,135777.0,0,1,0,0,0,1,0,0,0,0
482,8.08,olm,12.0,shounen,tv,4.0,423236.0,0,1,0,0,0,0,0,0,0,0
483,8.08,production_i_g,1.0,shounen,movie,3.0,283453.0,0,0,0,0,1,0,0,0,0,0
485,8.08,otros_estudios,12.0,shounen,ona,10.0,146041.0,0,1,0,0,0,1,0,0,1,0
487,8.08,otros_estudios,25.0,shoujo,tv,10.0,259990.0,0,1,0,0,0,2,0,0,0,0
488,8.08,otros_estudios,12.0,shounen,tv,1.0,656937.0,0,1,0,0,0,1,0,0,0,0
490,8.08,sunrise,1.0,shounen,special,9.0,54484.0,1,1,0,0,0,0,0,0,1,0
491,8.08,pierrot,75.0,shounen,tv,10.0,132881.0,0,1,0,0,0,1,0,0,1,0
494,8.08,otros_estudios,12.0,shounen,tv,7.0,285112.0,0,0,0,0,0,0,1,1,1,0
495,8.07,tms_entertainment,1.0,shounen,movie,4.0,53999.0,0,1,0,0,0,0,1,1,0,0
496,8.07,tms_entertainment,1.0,shounen,movie,4.0,40880.0,1,0,0,0,0,0,0,1,0,0
498,8.07,sunrise,1.0,shounen,special,3.0,36684.0,1,1,0,0,0,0,0,0,0,0
501,8.07,toei_animation,12.0,shounen,tv,1.0,137716.0,1,0,0,0,0,0,0,0,1,0
502,8.07,tms_entertainment,24.0,shounen,tv,10.0,134346.0,0,0,0,0,1,0,0,0,0,0
503,8.07,production_i_g,1.0,seinen,special,9.0,39308.0,1,0,0,0,0,0,0,1,1,0
504,8.07,a_1_pictures,10.0,shounen,tv,7.0,385057.0,1,1,0,0,0,0,0,1,1,0
505,8.06,gallop,102.0,shoujo,tv,4.0,64104.0,0,1,0,0,0,2,0,0,0,0
507,8.06,production_i_g,25.0,shounen,tv,4.0,1146722.0,0,0,0,0,1,0,0,0,0,2
508,8.06,a_1_pictures,2.0,shounen,ova,1.0,234548.0,1,1,0,0,0,0,0,1,1,0
509,8.06,otros_estudios,24.0,shounen,tv,10.0,866550.0,0,0,0,0,0,2,1,0,0,2
510,8.06,otros_estudios,21.0,shounen,tv,4.0,286297.0,0,1,0,0,0,0,1,0,0,0
512,8.06,tms_entertainment,50.0,shounen,tv,10.0,291747.0,1,1,0,0,0,0,0,0,0,0
514,8.06,sunrise,63.0,shounen,tv,4.0,25281.0,1,1,0,0,0,0,0,1,0,0
516,8.06,tms_entertainment,1.0,shounen,movie,4.0,11734.0,0,0,0,0,0,0,0,1,0,0
517,8.06,mappa,12.0,seinen,tv,1.0,501170.0,1,1,0,0,0,0,1,1,0,0
520,8.06,shin_ei_animation,12.0,shounen,tv,7.0,313073.0,0,1,0,0,0,0,0,0,0,0
522,8.05,pierrot,10.0,shounen,ova,4.0,31993.0,0,1,0,0,0,0,0,0,0,0
524,8.05,toei_animation,13.0,shounen,ova,11.0,54911.0,1,0,0,0,0,0,2,0,1,0
525,8.05,bones,25.0,shounen,tv,4.0,2069517.0,1,0,0,0,0,0,0,0,0,2
528,8.05,tokyo_movie_shinsha,51.0,shoujo,tv,4.0,37868.0,0,0,0,0,0,1,0,0,0,0
530,8.04,tms_entertainment,1.0,shounen,movie,4.0,53478.0,0,1,0,0,0,0,1,1,0,0
532,8.04,otros_estudios,6.0,seinen,ova,10.0,369676.0,0,1,1,0,0,0,1,0,0,0
533,8.04,tms_entertainment,2.0,shoujo,ova,8.0,123661.0,0,1,0,0,0,1,1,0,0,0
535,8.04,production_i_g,2.0,seinen,ova,2.0,68122.0,0,1,0,0,0,1,0,1,1,0
539,8.03,toei_animation,24.0,shoujo,tv,4.0,561048.0,0,1,0,0,0,1,0,0,0,0
542,8.03,pierrot,24.0,shoujo,tv,10.0,809704.0,1,0,0,0,0,1,2,0,0,2
544,8.03,madhouse,12.0,seinen,tv,4.0,951582.0,1,0,0,0,0,0,0,0,0,2
545,8.03,tms_entertainment,1.0,shounen,movie,4.0,62962.0,0,1,0,0,0,0,1,1,0,0
546,8.03,tms_entertainment,1.0,shounen,movie,4.0,59412.0,0,1,0,0,0,0,1,1,0,0
550,8.03,production_i_g,1.0,shounen,movie,9.0,85690.0,0,0,0,0,1,0,0,0,0,0
558,8.02,a_1_pictures,25.0,shounen,tv,10.0,1001287.0,1,0,0,0,0,0,2,0,0,2
559,8.02,otros_estudios,1.0,kids,movie,10.0,18824.0,1,0,0,0,0,0,2,0,0,0
561,8.02,shin_ei_animation,12.0,kids,tv,1.0,15039.0,0,1,0,0,0,0,0,0,0,0
562,8.02,madhouse,39.0,shoujo,tv,4.0,39813.0,0,0,0,0,0,1,2,0,0,0
565,8.02,madhouse,5.0,seinen,ova,6.0,281907.0,1,0,0,0,0,0,0,0,0,0
566,8.02,tms_entertainment,103.0,shounen,tv,10.0,670571.0,1,0,0,0,0,0,2,0,0,2
569,8.02,toei_animation,21.0,shounen,tv,4.0,25910.0,1,0,0,0,0,1,1,0,0,0
570,8.01,pierrot,25.0,shounen,tv,4.0,88455.0,0,0,0,0,1,0,0,0,0,0
571,8.01,tms_entertainment,1.0,shounen,movie,4.0,45918.0,0,1,0,0,0,0,1,1,0,0
574,8.01,j_c_staff,26.0,shoujo,tv,4.0,1195386.0,0,1,0,0,0,1,0,0,0,2
575,8.01,otros_estudios,12.0,shounen,tv,7.0,333543.0,0,1,0,0,0,1,0,0,1,0
578,8.01,lidenfilms,24.0,shounen,tv,4.0,1137782.0,1,0,0,0,0,1,0,0,1,2
580,8.01,lidenfilms,13.0,shounen,tv,7.0,495950.0,0,0,0,0,0,1,0,0,1,0
582,8.01,otros_estudios,12.0,seinen,tv,7.0,103989.0,0,0,0,0,0,0,1,1,0,0
583,8.01,j_c_staff,12.0,shounen,tv,10.0,930447.0,0,0,1,0,0,0,0,0,0,2
584,8.0,production_i_g,25.0,shoujo,tv,10.0,883105.0,0,0,0,0,0,2,0,0,0,2
585,8.0,otros_estudios,1.0,shounen,ova,9.0,36579.0,0,0,0,1,0,0,1,0,1,0
588,8.0,bones,4.0,shounen,special,8.0,153376.0,0,0,0,0,0,1,1,0,0,0
589,8.0,j_c_staff,24.0,josei,tv,4.0,258704.0,0,1,0,0,0,2,0,0,0,0
592,8.0,group_tac,101.0,shounen,tv,3.0,34069.0,0,0,0,0,1,2,0,0,0,0
596,7.99,otros_estudios,26.0,shounen,tv,4.0,156588.0,0,1,0,0,0,1,0,0,0,0
599,7.99,production_i_g,1.0,shounen,movie,7.0,93524.0,0,0,0,0,1,0,0,0,0,0
600,7.99,otros_estudios,12.0,shounen,tv,4.0,313109.0,0,1,0,0,0,0,0,0,0,0
601,7.98,bones,1.0,shounen,movie,12.0,532471.0,1,0,0,0,0,0,0,0,0,0
605,7.98,j_c_staff,3.0,seinen,ova,3.0,70586.0,0,1,0,0,0,0,0,0,0,0
607,7.98,otros_estudios,17.649098474341194,shounen,tv,4.0,182645.0,0,1,0,0,0,1,0,0,0,0
608,7.98,production_i_g,24.0,seinen,tv,4.0,307453.0,0,1,0,0,0,1,0,1,1,0
609,7.98,production_i_g,12.0,shoujo,tv,1.0,446883.0,0,0,0,0,0,2,0,0,0,0
610,7.98,production_i_g,1.0,seinen,movie,7.0,86445.0,1,0,0,0,0,0,0,0,1,0
611,7.98,otros_estudios,12.0,shounen,tv,10.0,195292.0,0,1,0,0,0,0,1,0,0,0
614,7.98,pierrot,220.0,shounen,tv,10.0,2696759.0,1,0,0,0,0,0,2,0,0,2
615,7.98,a_1_pictures,13.0,seinen,tv,4.0,43330.0,0,0,0,0,1,0,0,0,0,0
620,7.97,xebec,1.0,shounen,movie,12.0,19946.0,1,0,0,0,1,0,0,0,0,0
621,7.97,studio_deen,2.0,shounen,ova,12.0,81514.0,0,0,0,0,0,2,0,0,0,0
622,7.97,tms_entertainment,13.0,shounen,ova,6.0,104115.0,1,0,0,0,0,0,1,0,1,0
623,7.97,bones,12.0,shoujo,tv,1.0,342463.0,0,0,0,0,0,2,1,0,0,0
626,7.97,madhouse,25.0,seinen,tv,10.0,14889.0,0,1,0,1,0,1,0,0,1,0
627,7.97,j_c_staff,9.0,seinen,tv,10.0,128828.0,0,1,0,0,0,0,0,0,0,0
628,7.97,a_1_pictures,13.0,seinen,tv,7.0,239437.0,0,1,0,0,0,1,0,0,0,0
630,7.96,otros_estudios,7.0,shounen,ova,4.0,35066.0,0,0,0,0,1,0,0,0,0,0
636,7.96,j_c_staff,12.0,shounen,tv,4.0,686358.0,0,0,1,0,0,0,0,0,0,0
637,7.96,otros_estudios,1.0,shounen,special,6.0,20997.0,0,1,0,1,0,0,0,0,0,0
639,7.96,toei_animation,153.0,shounen,tv,2.0,981883.0,1,1,0,0,0,0,2,0,0,2
640,7.96,toei_animation,109.0,shounen,tv,10.0,125477.0,1,0,0,0,0,1,0,0,1,0
641,7.96,otros_estudios,39.0,seinen,tv,4.0,26963.0,0,0,0,0,0,0,0,0,0,0
644,7.95,pierrot,1.0,shounen,special,1.0,23298.0,0,0,0,0,0,0,0,0,0,0
653,7.95,bones,12.0,shounen,tv,1.0,2066292.0,1,0,0,0,0,0,1,0,0,2
654,7.95,studio_deen,24.0,shounen,tv,7.0,158363.0,1,0,0,0,0,0,0,0,1,0
655,7.95,toei_animation,1.0,shounen,ova,4.0,80899.0,0,0,0,0,0,0,2,0,0,0
656,7.95,otros_estudios,26.0,seinen,tv,4.0,324490.0,1,0,0,0,0,1,0,0,0,0
658,7.94,toei_animation,148.0,shounen,tv,4.0,29033.0,0,0,0,0,0,0,0,1,0,0
659,7.94,otros_estudios,12.0,seinen,tv,10.0,409403.0,0,0,0,1,0,0,0,0,0,0
663,7.94,j_c_staff,1.0,shounen,movie,12.0,6284.0,0,0,0,1,0,0,1,0,1,0
664,7.94,toei_animation,34.0,shoujo,tv,3.0,108208.0,0,1,0,0,0,2,2,0,0,0
668,7.94,studio_deen,52.0,shoujo,tv,4.0,105850.0,0,1,0,0,0,2,0,0,1,0
669,7.94,production_i_g,4.0,josei,special,10.0,68784.0,0,0,0,1,0,0,0,0,0,0
671,7.94,production_i_g,1.0,seinen,movie,8.0,64127.0,0,1,0,0,0,1,0,1,1,0
672,7.94,tms_entertainment,38.0,shounen,tv,10.0,224890.0,0,0,0,0,1,0,0,0,0,0
674,7.93,j_c_staff,13.0,shounen,tv,4.0,86003.0,0,1,0,1,0,2,0,0,0,0
675,7.93,pierrot,38.0,seinen,tv,6.0,202543.0,1,0,0,0,0,0,0,0,0,0
677,7.93,olm,12.0,shounen,tv,10.0,799418.0,0,1,0,0,0,0,0,0,0,2
685,7.92,bones,1.0,seinen,movie,3.0,252932.0,1,0,0,0,0,0,0,1,1,0
686,7.92,sunrise,51.0,shounen,tv,4.0,75784.0,1,1,0,0,0,0,0,1,0,0
688,7.92,gallop,145.0,shounen,tv,4.0,176845.0,0,0,0,0,1,0,0,0,0,0
692,7.92,madhouse,26.0,seinen,tv,10.0,99076.0,0,0,0,0,0,0,0,0,0,0
693,7.92,madhouse,1.0,shounen,movie,4.0,136247.0,1,0,0,0,0,0,1,0,1,0
696,7.92,sunrise,69.0,shounen,tv,10.0,94962.0,0,1,0,0,0,0,0,0,0,0
699,7.92,otros_estudios,13.0,shounen,tv,4.0,279642.0,0,0,0,0,0,2,0,0,0,0
705,7.91,lidenfilms,13.0,seinen,tv,4.0,106464.0,0,0,0,0,0,1,0,0,0,0
706,7.91,madhouse,24.0,shoujo,tv,4.0,641866.0,0,1,0,0,0,1,0,0,0,0
708,7.91,tatsunoko_production,1.0,shounen,ova,2.0,21179.0,0,1,0,0,0,0,0,0,0,0
709,7.91,pierrot,366.0,shounen,tv,10.0,1840678.0,1,0,0,0,0,0,2,0,0,2
710,7.91,bones,25.0,shounen,tv,10.0,1617740.0,1,0,0,0,0,0,0,0,0,2
712,7.91,tms_entertainment,1.0,shounen,ova,6.0,20431.0,0,1,0,0,0,0,1,1,0,0
717,7.91,bones,12.0,shounen,tv,7.0,476121.0,1,0,0,0,0,0,1,1,0,0
718,7.91,bones,24.0,shounen,tv,10.0,578577.0,1,0,0,0,0,1,1,1,0,0
719,7.9,otros_estudios,12.0,shounen,tv,10.0,680416.0,0,1,0,0,0,1,0,0,0,0
720,7.9,mappa,13.0,shounen,tv,4.0,128010.0,1,1,0,0,0,0,1,0,1,0
723,7.9,shaft,13.0,shounen,tv,1.0,128636.0,0,1,0,0,0,0,0,0,0,0
724,7.9,otros_estudios,24.0,seinen,tv,10.0,67997.0,1,1,0,0,0,0,1,1,0,0
726,7.9,toei_animation,1.0,shounen,movie,7.0,197560.0,1,0,0,0,0,0,2,0,0,0
727,7.9,production_i_g,26.0,shounen,tv,10.0,133740.0,0,1,0,0,0,0,0,0,0,0
728,7.9,pierrot,50.0,josei,tv,4.0,91071.0,0,1,0,1,0,0,0,0,0,0
729,7.9,otros_estudios,1.0,shounen,movie,5.0,195793.0,0,1,0,0,0,1,0,0,0,0
730,7.9,bones,13.0,shounen,tv,4.0,2861314.0,1,0,0,0,0,0,0,0,0,2
733,7.9,otros_estudios,12.0,seinen,tv,10.0,539688.0,1,1,0,0,0,0,2,0,0,0
735,7.9,brain_base,12.0,shoujo,tv,1.0,315214.0,0,0,0,1,0,0,0,0,0,0
736,7.9,otros_estudios,52.0,shounen,tv,4.0,14897.0,0,0,0,0,0,1,1,0,1,0
739,7.9,otros_estudios,26.0,shounen,tv,10.0,1557912.0,1,0,0,0,0,0,1,0,1,2
740,7.9,otros_estudios,12.0,seinen,tv,10.0,184100.0,1,0,0,0,0,0,1,0,0,0
741,7.89,otros_estudios,3.0,shounen,special,9.0,26389.0,0,0,0,1,0,0,1,0,1,0
748,7.89,studio_deen,1.0,seinen,movie,1.0,165965.0,1,0,0,0,0,2,0,0,0,0
751,7.89,otros_estudios,13.0,shounen,ova,3.0,44971.0,0,0,0,0,1,0,0,0,0,0
752,7.89,otros_estudios,6.0,shounen,ova,6.0,36151.0,0,0,0,0,1,0,0,0,0,0
757,7.89,a_1_pictures,25.0,seinen,tv,4.0,97719.0,0,0,0,0,1,0,0,0,0,0
759,7.89,madhouse,39.0,shoujo,tv,4.0,92656.0,0,0,0,0,0,1,2,0,0,0
760,7.89,otros_estudios,26.0,shounen,tv,10.0,318936.0,0,1,0,0,0,1,0,0,0,0
761,7.89,brain_base,11.0,shounen,ova,3.0,55581.0,1,1,0,0,0,0,0,0,0,0
764,7.88,toei_animation,1.0,shounen,movie,8.0,126384.0,1,1,0,0,0,1,2,0,0,0
767,7.88,toei_animation,38.0,shoujo,tv,3.0,140434.0,0,0,0,0,0,1,1,0,0,0
768,7.88,mappa,11.0,seinen,tv,4.0,76256.0,0,0,0,0,0,1,0,0,0,0
769,7.88,tms_entertainment,1.0,shounen,movie,4.0,60872.0,0,1,0,0,0,0,1,1,0,0
771,7.88,studio_deen,13.0,seinen,tv,10.0,45250.0,0,1,0,0,0,0,1,0,0,0
772,7.88,otros_estudios,12.0,shounen,tv,4.0,379338.0,0,1,0,0,0,1,0,0,1,0
773,7.88,otros_estudios,24.0,shounen,tv,4.0,60200.0,1,0,0,0,0,1,0,0,1,0
776,7.87,shaft,13.0,shounen,tv,7.0,104131.0,0,1,0,0,0,0,0,0,0,0
780,7.87,toei_animation,1.0,shounen,special,8.0,37298.0,1,0,0,0,0,0,2,0,0,0
784,7.87,otros_estudios,3.0,shounen,ova,12.0,439369.0,1,0,0,0,0,1,0,0,0,0
785,7.87,otros_estudios,1.0,seinen,movie,6.0,201761.0,1,0,0,0,0,1,2,1,0,0
789,7.87,otros_estudios,12.0,seinen,tv,4.0,356233.0,1,0,0,0,0,0,1,0,0,0
792,7.86,otros_estudios,60.0,shounen,tv,1.0,575830.0,1,1,0,0,0,0,0,0,1,0
793,7.86,sunrise,167.0,shounen,tv,10.0,760633.0,1,0,0,0,0,1,2,0,0,2
794,7.86,otros_estudios,178.0,shounen,tv,10.0,177148.0,0,0,0,0,1,0,0,0,0,0
798,7.86,tms_entertainment,1.0,shounen,movie,12.0,30688.0,1,1,0,0,0,0,0,1,0,0
799,7.86,otros_estudios,1.0,seinen,movie,2.0,37459.0,1,0,0,0,0,1,1,0,0,0
800,7.86,a_1_pictures,24.0,shounen,tv,10.0,119020.0,0,1,0,0,0,1,1,0,0,0
802,7.86,toei_animation,1.0,shounen,special,8.0,87063.0,0,0,0,0,0,0,2,0,0,0
803,7.86,shaft,12.0,shounen,tv,7.0,334147.0,0,1,0,0,0,0,0,0,0,0
804,7.86,otros_estudios,10.0,shounen,ova,5.0,76679.0,0,1,0,0,0,0,0,0,0,0
807,7.85,otros_estudios,13.0,shounen,tv,4.0,461588.0,1,0,0,0,0,0,2,0,0,0
808,7.85,otros_estudios,1.0,seinen,movie,2.0,25393.0,0,0,0,0,0,0,0,0,0,0
809,7.85,otros_estudios,1.0,seinen,ova,9.0,47153.0,0,0,0,1,0,0,0,0,0,0
810,7.85,bones,2.0,shounen,ova,11.0,250648.0,0,1,0,0,0,0,1,0,0,0
811,7.85,madhouse,12.0,josei,tv,10.0,212051.0,0,0,0,0,0,2,0,0,0,0
813,7.85,otros_estudios,1.0,shounen,movie,6.0,120051.0,1,0,0,0,0,1,0,0,0,0
816,7.85,tms_entertainment,1.0,shounen,movie,4.0,68459.0,0,1,0,0,0,0,1,1,0,0
818,7.85,tms_entertainment,1.0,shounen,movie,4.0,26870.0,1,1,0,0,0,1,0,1,0,0
823,7.85,studio_deen,13.0,seinen,tv,4.0,27684.0,0,1,0,0,0,0,1,0,0,0
824,7.85,studio_deen,4.0,seinen,ova,2.0,16867.0,0,1,0,0,0,0,1,0,0,0
825,7.85,madhouse,51.0,kids,tv,10.0,14699.0,0,0,0,1,0,1,1,0,0,0
826,7.85,otros_estudios,12.0,shounen,tv,1.0,548999.0,0,0,0,0,0,0,0,0,1,0
829,7.85,otros_estudios,12.0,shounen,tv,1.0,128574.0,1,0,0,0,0,0,1,0,1,0
833,7.84,pierrot,1.0,shounen,movie,2.0,18594.0,1,1,0,0,0,2,1,0,1,0
835,7.84,otros_estudios,50.0,shoujo,tv,10.0,78595.0,0,0,0,0,0,0,0,0,0,0
840,7.84,otros_estudios,1.0,shounen,movie,7.0,57345.0,0,1,0,0,0,0,0,0,0,0
842,7.84,bones,51.0,shounen,tv,4.0,1556241.0,1,1,0,0,0,0,1,0,0,2
843,7.84,otros_estudios,12.0,shounen,tv,10.0,802733.0,0,0,0,1,0,1,0,0,0,2
844,7.84,otros_estudios,13.0,seinen,tv,10.0,30920.0,1,0,0,0,0,1,2,1,0,0
845,7.84,shin_ei_animation,1.0,seinen,movie,4.0,9285.0,0,1,0,0,0,0,0,0,1,0
852,7.84,gonzo,1.0,shoujo,ova,12.0,13960.0,0,1,0,0,0,1,0,0,0,0
854,7.83,otros_estudios,1.0,seinen,movie,10.0,30454.0,1,0,0,0,0,0,0,0,1,0
855,7.83,production_i_g,1.0,shounen,movie,10.0,56983.0,1,0,0,0,0,0,1,0,0,0
856,7.83,otros_estudios,52.0,shounen,tv,10.0,25853.0,0,0,0,0,1,0,0,0,0,0
859,7.83,production_i_g,2.0,shounen,ova,1.0,279062.0,0,0,0,0,1,0,0,0,0,0
861,7.83,otros_estudios,12.0,shounen,tv,4.0,387499.0,0,0,0,0,0,1,0,2,1,0
862,7.83,otros_estudios,26.0,seinen,tv,10.0,7831.0,0,1,0,0,0,0,0,0,0,0
869,7.83,otros_estudios,39.0,shoujo,tv,7.0,43639.0,0,0,0,0,0,1,0,0,0,0
871,7.83,gonzo,2.0,shounen,ova,11.0,52103.0,0,1,0,0,0,1,0,0,0,0
873,7.82,production_i_g,24.0,shounen,tv,7.0,31968.0,0,1,0,0,0,0,2,0,0,0
874,7.82,otros_estudios,21.0,shounen,tv,10.0,156366.0,0,1,0,0,0,0,1,0,0,0
876,7.82,otros_estudios,1.0,shounen,movie,1.0,64316.0,1,0,0,0,0,1,0,0,0,0
878,7.82,otros_estudios,12.0,seinen,tv,10.0,419807.0,0,0,0,0,0,1,0,0,0,0
879,7.82,bones,12.0,seinen,tv,4.0,1286691.0,1,0,0,0,0,0,0,1,1,2
880,7.82,otros_estudios,12.0,seinen,tv,4.0,25951.0,0,0,0,0,0,2,0,0,0,0
884,7.82,group_tac,24.0,shoujo,tv,10.0,10646.0,1,1,0,0,0,1,1,0,0,0
886,7.82,a_1_pictures,13.0,seinen,tv,10.0,256836.0,0,1,0,0,0,0,0,0,0,0
888,7.81,production_i_g,1.0,shounen,movie,12.0,39027.0,0,1,0,0,1,0,0,0,0,0
889,7.81,production_i_g,1.0,shounen,special,2.0,100713.0,0,0,0,0,1,0,0,0,0,0
891,7.81,tms_entertainment,1.0,seinen,movie,12.0,29892.0,1,1,0,0,0,0,1,1,0,0
892,7.81,otros_estudios,1.0,seinen,movie,6.0,27606.0,1,0,0,0,0,1,1,0,0,0
897,7.81,pierrot,35.0,shoujo,tv,7.0,21873.0,0,1,0,0,0,1,0,0,0,0
898,7.81,otros_estudios,12.0,shounen,tv,1.0,410399.0,0,0,0,0,0,1,0,0,0,0
899,7.81,production_i_g,1.0,shounen,movie,1.0,54746.0,1,0,0,0,0,0,1,0,0,0
902,7.81,otros_estudios,24.0,shounen,tv,7.0,705861.0,1,0,0,0,0,0,0,0,1,0
904,7.81,shaft,3.0,shounen,ova,10.0,63098.0,0,1,0,0,0,0,0,0,0,0
905,7.81,shin_ei_animation,26.0,shounen,tv,4.0,33188.0,0,1,0,1,0,0,0,0,0,0
906,7.8,pierrot,25.0,shounen,tv,4.0,143094.0,0,0,0,0,1,0,0,0,0,0
908,7.8,sunrise,13.0,shounen,tv,10.0,20329.0,1,1,0,0,0,0,0,1,0,0
909,7.8,tms_entertainment,1.0,shounen,movie,4.0,49554.0,0,1,0,0,0,0,1,1,0,0
913,7.8,sunrise,1.0,shounen,movie,12.0,97958.0,1,0,0,0,0,1,2,0,0,0
914,7.8,otros_estudios,12.0,seinen,tv,4.0,344477.0,1,0,0,0,0,0,1,0,0,0
921,7.8,otros_estudios,5.0,shounen,ova,5.0,129606.0,1,0,0,0,0,0,2,0,0,0
923,7.8,otros_estudios,1.0,seinen,movie,5.0,28131.0,0,0,0,0,0,0,0,0,0,0
924,7.8,j_c_staff,1.0,josei,special,4.0,42966.0,0,1,0,0,0,1,0,0,0,0
925,7.8,toei_animation,13.0,shoujo,ova,6.0,10114.0,0,1,0,0,0,0,1,0,0,0
927,7.8,a_1_pictures,1.0,seinen,movie,5.0,92134.0,0,1,0,1,0,0,0,0,0,0
929,7.79,bones,12.0,shounen,tv,10.0,415945.0,1,1,0,0,0,0,1,0,0,0
933,7.79,otros_estudios,1.0,shounen,movie,1.0,29626.0,0,1,0,0,0,0,0,0,0,0
934,7.79,otros_estudios,13.0,seinen,tv,4.0,225919.0,0,0,0,0,0,0,1,1,0,0
936,7.79,synergysp,12.0,shounen,tv,10.0,126556.0,0,1,0,0,0,2,0,0,0,0
938,7.79,otros_estudios,1.0,shoujo,movie,7.0,188119.0,0,0,0,0,0,1,0,0,0,0
940,7.79,tms_entertainment,1.0,shounen,movie,4.0,47518.0,0,1,0,0,0,0,1,1,0,0
941,7.79,shin_ei_animation,1787.0,kids,tv,4.0,58880.0,0,1,0,0,0,0,2,0,1,2
943,7.79,otros_estudios,7.0,shounen,ova,7.0,25523.0,1,0,0,0,0,1,0,0,1,0
947,7.79,shin_ei_animation,6.0,shounen,ova,8.0,12179.0,0,1,0,1,0,0,0,0,0,0
948,7.79,pierrot,1.0,shounen,movie,12.0,571631.0,1,0,0,0,0,1,2,0,0,0
949,7.79,pierrot,12.0,seinen,tv,7.0,2681204.0,1,0,0,0,0,0,1,1,0,2
952,7.78,tokyo_movie_shinsha,155.0,seinen,tv,10.0,33159.0,1,1,0,0,0,0,1,1,0,0
953,7.78,tms_entertainment,12.0,shounen,special,4.0,69234.0,0,1,0,0,0,1,1,0,0,0
955,7.78,otros_estudios,1.0,seinen,movie,8.0,35096.0,1,0,0,0,0,0,0,0,0,0
956,7.78,otros_estudios,12.0,seinen,tv,4.0,89217.0,0,0,0,0,0,1,0,0,0,0
957,7.78,toei_animation,1.0,shoujo,movie,10.0,3558.0,1,0,0,0,0,0,1,0,0,0
958,7.78,production_i_g,1.0,shounen,movie,9.0,58140.0,1,0,0,0,0,0,1,0,0,0
960,7.78,tms_entertainment,1.0,shounen,movie,4.0,45199.0,0,1,0,0,0,0,1,1,0,0
961,7.78,toei_animation,1.0,kids,movie,3.0,75420.0,0,1,0,0,0,0,1,0,1,0
964,7.78,otros_estudios,13.0,seinen,tv,1.0,126959.0,0,1,0,0,0,0,1,0,0,0
968,7.77,j_c_staff,1.0,shounen,movie,3.0,11147.0,0,0,0,1,0,0,1,0,1,0
970,7.77,shin_ei_animation,17.649098474341194,seinen,tv,4.0,78950.0,0,1,1,0,0,0,0,0,0,0
971,7.77,toei_animation,54.0,kids,tv,3.0,387504.0,1,1,0,0,0,0,2,0,0,0
974,7.77,production_i_g,1.0,shounen,ova,5.0,88280.0,0,0,0,0,1,0,0,0,0,0
977,7.77,j_c_staff,12.0,seinen,tv,7.0,244907.0,0,1,0,0,0,0,0,0,0,0
979,7.77,tms_entertainment,1.0,shounen,special,12.0,12474.0,0,1,0,0,0,0,1,1,0,0
981,7.77,gallop,373.0,shounen,tv,6.0,17365.0,0,1,0,0,0,0,0,0,0,0
984,7.77,tms_entertainment,1.0,shounen,special,3.0,34044.0,1,1,0,0,0,0,1,1,0,0
985,7.77,tms_entertainment,13.0,seinen,tv,4.0,60708.0,1,1,1,0,0,0,1,0,0,0
991,7.76,studio_deen,161.0,shounen,tv,4.0,243761.0,1,1,0,0,0,0,1,0,0,0
992,7.76,pierrot,3.0,shoujo,ova,4.0,13055.0,1,0,0,0,0,1,2,0,0,0
993,7.76,otros_estudios,8.0,shounen,ova,4.0,125436.0,0,1,0,0,0,0,0,0,0,0
994,7.76,otros_estudios,2.0,shounen,special,5.0,69060.0,0,0,0,0,0,0,0,2,1,0
997,7.76,bones,12.0,shoujo,tv,7.0,639427.0,0,0,0,0,0,2,1,0,0,0
999,7.76,madhouse,1.0,shoujo,ova,9.0,40965.0,0,0,0,0,0,1,1,0,0,0
